"","ID","sentence","Xmean","YMean","n","Xsd","Ysd"
"568",568,"But on a personal level it was difficult travelling,  juggling  my time around, sorting my kids out, all of that.",24.5454545454545,24.5454545454545,11,6.87551650952329,6.87551650952329
"569",569,"They  lived  in the most peculiar house.",19.1666666666667,21.6666666666667,12,23.1431644466797,13.3711584684304
"570",570,"Then you can't  touch  them no matter whose they are.",24.1666666666667,-15.8333333333333,12,17.2986249234563,22.3437334445796
"571",571,"It is good that it  has  n't died.",27.2727272727273,-16.3636363636364,11,6.46669790682863,23.7792881612244
"572",572," Do n't worry, I, you, I have to go with my parents because they wouldn't be able to manage themselves.",20.9090909090909,-8.18181818181818,11,12.2102788293679,23.5873617932069
"573",573,"And that mood was Mr Mandela closing it and that emotional experience was  unforgettable .",24.1666666666667,9.16666666666667,12,17.2986249234563,26.0971378902095
"574",574,"Anyway, so they start at the beginning with two interrogators and then suddenly there's a period of nothing, just lying in the cell, nothing is  happening  and they say ` ` You can call your interrogator, investigating officer, when you want to tell something''.",24.1666666666667,-0.833333333333333,12,17.2986249234563,27.7843426585856
"575",575,"Yeah she  stayed  there . . . So I had a lot of, I had a lot of friends here, ` ` Oh I'm from L dz . '.",20.9090909090909,23.6363636363636,11,19.2117388356939,12.0604537831105
"576",576,"I am not in a position to indicate whether they were mixed with the other prisoners or  detained  separately ; I was not aware of the details and had not given instructions to this end.",-8.18181818181818,8.18181818181818,11,26.00699206682,11.6774841624228
"577",577,"I didn't work then, but as for the rest I didn't have free days, I worked non stop and  struggled .",29.0909090909091,25.4545454545455,11,3.01511344577764,15.0755672288882
"578",578,"I had thought this was, cool it was nice to  talk  about, everybody had to know, but because of how I was gaining my information, they were now talking and whispering this stuff and saying that you did n't need to be there.",22.7272727272727,22.7272727272727,11,10.0904995821903,10.0904995821903
"579",579,"Myself, Dr . Cherson, and we met up with Dr . Guttenberg, who is the EMS fellow in the office downstairs, us three proceeded to  get  in Dr . Cherson's car and drove across the Brooklyn Bridge.",24.1666666666667,20.8333333333333,12,17.2986249234563,17.2986249234563
"580",580,"An I, looking at that food I ate, and  ate  and he gave me enough bread and enough food.",25.4545454545455,23.6363636363636,11,10.3572548135463,14.3336856898198
"581",581,"And I go -- it was drizzly weather -- and I go as far as halfway, and all of a sudden I realize that if from all of the barracks the whole camp, they had sorted out so many of the unwanted ones, children, disabled, older, sick  looking  or whatever.",14.1666666666667,16.6666666666667,12,22.3437334445796,13.0267789455786
"582",582,"The business sector is  stirring , it has n't done enough.",25.4545454545455,5.45454545454545,11,6.87551650952329,26.9679944985297
"583",583,"And as I say she used to make the sweetmeats herself, she used to  love  making halva and she had all the gadgets and she used to get us involved and stirring and stirring and stirring that.",23.3333333333333,23.3333333333333,12,17.2328087371066,11.5470053837925
"584",584,"To sum up, it is true that religious  practice  was not the same from the point when the Khmer Rouge arrived.",20.8333333333333,7.5,12,17.8164037455442,23.7888438329628
"585",585,"I just cried, cried,  cried .",30,30,11,0,0
"586",586,"In'77, Steve Biko was  killed .",28.1818181818182,28.1818181818182,11,6.03022689155527,6.03022689155527
"587",587,"Who wanted to  work  had a job, had everything.",17.2727272727273,18.1818181818182,11,19.021518914592,15.3741222957162
"588",588,"And on that particular day there was an incident where there was a stone  thrown  at the rector's window while he was looking out at the time.",23.3333333333333,20,12,17.2328087371066,17.0560573084488
"589",589,"We were just uh, relating, just  talking  it over and just everybody had sort of a story to uh, I don't, I just -- at the end of the day, I always thought here was another day and we were just talking about uh, experiences, exchanging uh, experiences.",20,22.7272727272727,11,19.4935886896179,12.7207775634268
"590",590,"At first, taking prisoners out to  smash , that was Comrade Hor who made the decisions without it being necessary to tell me.",17.6923076923077,13.0769230769231,13,22.7866357593825,19.315199276138
"591",591,"I don't know if you -- you  know , there were various points on the site now that we are all aware of.",-4.16666666666667,-3.33333333333333,12,27.7843426585856,14.3548112513055
"592",592,"As regards the numbers of Vietnamese detained, I can not be very  precise  but I can say there were hundreds, and that all of them were executed.",12.7272727272727,-3.63636363636364,11,22.401298663653,22.0330330516374
"593",593,"So I know Rajes, it just  depends  on what your experiences are, and how you look at the whole thing.",20.9090909090909,-20.9090909090909,11,3.01511344577764,3.01511344577764
"594",594,"and Nat for examination'', which shows that the confession was addressed to him, although I would have been able to  send  it directly to Tal or Nat whom I knew very well.",25.4545454545455,18.1818181818182,11,8.20199532264724,20.4049904769308
"595",595,"And we  had  math ? ?.",-4.54545454545455,5.45454545454545,11,25.4415551268535,13.6847625946791
"596",596,"( D7358 ) I want to confirm about this document with notations but no signature, but I want to know whose  writing  this is.",-1.66666666666667,5.83333333333333,12,30.1008406204977,17.2986249234563
"597",597,"So it never happens like this, so it never  happens  again.",14.6153846153846,-3.07692307692308,13,25.6954550505806,22.5035609717719
"598",598,"There were many wounded in my division, and when we met they said that many had been wounded when attacking L c Ninh, when they were surrounded from the rear and when they broke, they had to attack back out, and they  broke  all along the way.",22.5,22.5,12,17.6454990398015,12.1543108701099
"599",599,"I didn't  know  him.",23.6363636363636,-10,11,18.0403587950613,27.2029410174709
"600",600,"Now, that was  possible  uh, cause you know there's another interesting aspect of it.",18,18,10,10.3279555898864,10.3279555898864
"601",601,"I thought it was a small plane, just seeing these awful photos of terrible fires and smoke  billowing  out.",13.3333333333333,15.8333333333333,12,26.4001836540903,14.4337567297406
"602",602,"We  ventured  to take the escalator up into the concourse level.",28,28,10,6.32455532033676,6.32455532033676
"603",603,"It was in Somsteu Road ; Depot Road School in Somsteu Road and we carried on until we  left  Barracks to go to Point and stayed in Point Barracks.",29,29,10,3.16227766016838,3.16227766016838
"604",604,"Everything which I have reported is in  accordance  with the actual situation.",30,30,10,0,0
"605",605,"He said, his case is finished ; he will get what he  deserve .",16.3636363636364,19.0909090909091,11,23.7792881612244,13.7510330190466
"606",606,"The court decided on the  punishment , and minister is stronger than the main court.",15,15,12,23.931721056524,15.6669890360128
"607",607,"I had to use also my whiteness, but which okay I do n't care this has to -LSB- unclear -RSB- one of the resistance -LSB- unclear -RSB- I  mean  seven years in the Congo were extremely important to me.",2.72727272727273,10.9090909090909,11,28.3163942234562,15.1357493732854
"608",608," Let  me go back one second before this.",14.5454545454545,12.7272727272727,11,18.6352549559357,14.893561757289
"609",609,"At that point I just didn t know what was  going  on and why this was happening.",-6,6,10,30.9838667696593,18.9736659610103
"610",610,"We emptied these uh, pots through the little window and uh, we were yelled at by the sentry, by the guards who were accompanying the, the  train  uh, for doing that.",12.7272727272727,15.4545454545455,11,24.1209075662211,15.0755672288882
"611",611,"This happened more  times  to me, I went to Janja, and in the middle of the road something happens and I don't know which way to go home.",8.18181818181818,16.3636363636364,11,30.2714987465708,15.6669890360128
"612",612,"To me it was more  violent .",24.5454545454545,24.5454545454545,11,18.0906806746658,12.1355975243384
"613",613,"They kept us outside until the evening on this  rain .",15,15,12,23.931721056524,15.6669890360128
"614",614,"And I spoke to -- just before I left here, I told the crew here and the L S U crew here to respond not to  incident  but just on the other side, on the Queens side of the Midtown Tunnel area.",19.0909090909091,-2.72727272727273,11,20.2259958738973,24.936282437809
"615",615,"So, my brother was already about thirteen or fourteen-years-old and that man from those two children's father was a young man about uh, thirty-eight, forty-years-old and my father is, was in his late fifties, so these three men they started to dig because we had absolutely nothing -- no shovels or no instruments, nothing -- so with their hands they started to  dig  a hole in the wet ground and, like, we were in our clothing -- in the wet clothing and everything -- we laid down in that uh, whatever it was, a hole and the rain, we just let it fall.",22,25,10,19.3218356615859,10.8012344973464
"616",616,"These principles were obviously not compatible with the existence of tribunals and procedural  safeguards .",18.1818181818182,7.27272727272727,11,19.9088833530069,22.8433399882369
"617",617,"And me as a young child, really a child, who was it  gon  na be worth -- we were actually cut off from the total world.",6,9,10,18.9736659610103,14.4913767461894
"618",618,"That here were people who fought for freedom, who were willing to be tortured and go to  jail  and give up their lives and yet did n't speak up once they were in power against a policy which they knew in their heart of hearts, must be wrong.",13,16,10,19.4650684275419,13.4989711542111
"619",619,"I am sure Nuon Chea  convened  me to the lyce bouddhique on 15 August 1977 because it was a very important event for me, to be convened by the number 2 of the Communist Party of Kampuchea who had a reputation for being mean.",15.4545454545455,16.3636363636364,11,23.8174878455459,16.292775867069
"620",620,"Well, look, I  spent  three months in all.",27,27,10,9.48683298050514,9.48683298050514
"621",621,"He was sitting on top of the pile with a pole or probably what was the stand pipe  coming  out at an angle.",25,17,10,7.07106781186548,20.5750658160146
"622",622,"A . Cause it wasn t Chief Goldfarb,  cause  I know his aide.",12.5,7.5,12,23.7888438329628,18.6474468152418
"623",623,"That's how very  scared  I believe of us were keep down.",16,17,10,19.5505043981536,15.6702123647242
"624",624,"At this point I was still  tired .",30,30,10,0,0
"625",625,"We were then walked out of that camp to the railroad siding, loaded us on cattle cars again, and they  moved  us out.",29,29,10,3.16227766016838,3.16227766016838
"626",626,"I was very  interested  and I did see the document.",30,30,10,0,0
"627",627,"I do not  know  whether he is dead or alive now.",-12,-9,10,28.9827534923789,14.4913767461894
"628",628,"We have a lot younger people here and we don't have uniforms, you go with civilians,  solve  the civilian questions.",16,19,10,20.6559111797729,14.4913767461894
"629",629,"We saw building number one  had  fire on the top floor.",30,30,10,0,0
"630",630,"You know, every so often events would  happen  that required help of others, resourcefulness of one's own to survive, I mean, I would be on a train let's say, and somebody would recognize me, who had known me from the town, cause it wasn't all that far, I mean, and would yell at me.",19.0909090909091,17.2727272727273,11,18.6839746598766,15.5505042303516
"631",631,"I went to Muhamed Avdic, he  used  to lived at my friends home basement, he lived there for free.",29,29,10,3.16227766016838,3.16227766016838
"632",632,"We saw building number one had  fire  on the top floor.",27,27,10,9.48683298050514,9.48683298050514
"633",633,"That, that the British and the Americans knew what was going on and wouldn't even  bomb  the trains to Auschwitz, wouldn't even bomb Auschwitz.",26,-4,10,9.66091783079296,28.7518115371304
"634",634,"And for Mm Nai, -LSB- he -RSB- was exclusively  assigned  to interrogate Vietnamese prisoners of war.",28,28,10,6.32455532033676,6.32455532033676
"635",635,"So my brother, my mother and us sisters, we had a house in Prijedor where we were always able to come to our mothers place and maintain these family, as they  call  it, good family relations.",23,23,10,12.5166555703457,12.5166555703457
"636",636,"I told him that I heard them on the radio anyone south of the  event  should go to the ferry terminal ; everybody north should go to Chelsea Piers.",12.5,12.5,12,23.0118546524493,14.2222616792382
"637",637,"And even though he was in prison, my political involvement did n't stop and we were forever  campaigning  I mean we were a whole range of things.",24.5454545454545,24.5454545454545,11,18.0906806746658,12.1355975243384
"638",638,"I  suffer , I have to clean, cook, you can't live in dirt.",29,29,10,3.16227766016838,3.16227766016838
"639",639,"I just think in my heart if it the Office Chairman had not had them take it, no one would have dared to  take  it.",12.5,-8.33333333333333,12,26.3283462864992,19.4624736040381
"640",640,"So then I  left  the trailer there, they didn't let us pass, they game me the van and I went to Bihac, and as a returnee my wife received 1500 Marks that she couldn't take in Germany but had to go to her country.",27,27,10,9.48683298050514,9.48683298050514
"641",641,"Me and Alex, we got big pipes that we had used, that if we needed to break into storage to  get  water, or food or at least have access to so they could get to it.",12.7272727272727,10.9090909090909,11,17.3729151790418,13.00349603341
"642",642,"I call it a hunt, because really if the Hague Tribunal  dismisses  this, if the Prosecutor, if the Court of BiH dismisses it then I really don't know if there is really a need for Belgrade to lead this case.",9,9,10,22.3358207570013,17.2884033065199
"643",643,"There were 5 interrogators who  came  with me from M-13 and the number stayed constant.",30,30,10,0,0
"644",644,"Uh, eventually I was able to get transferred to another assignment where I was working with uh, uh, sandblasting on the same shells, but uh, just two at a time, putting them in a sandblasting machine,  taking  them out, putting them back on the, on the, on the wagon.",27,27,10,9.48683298050514,9.48683298050514
"645",645,"He  came  again with his car, this doctor, and he brought me back home and they were hiding me at home.",0,0,10,0,0
"646",646,"Three of them jumped on him and started hitting him on the face with batons so that in ten seconds you couldn't  recognize  a thing on his face anymore.",22,-7,10,19.3218356615859,27.5075747143703
"647",647,"It took place at the Monorum 181 hotel in Battambang, between 30 April and 3 May 1999 ( so the dates of 4, 5 and 6 May 1999  appearing  on the Case file document are erroneous ).",23,20,10,18.8856206322871,20
"648",648,"The uh, Block lteste was a Hungarian older Jew and he  tolerated  me staying in there.",24.5454545454545,24.5454545454545,11,18.0906806746658,12.1355975243384
"649",649,"On the 2nd or 3rd of January 1979 ( I do not remember clearly ), Nuon Chea called me in to  receive  an absolute order.",6.92307692307692,11.5384615384615,13,30.38218101251,15.191090506255
"650",650,"The one who was with us from Prijepolje, he was  shivering  in the water, it was cold.",27.0588235294118,23.5294117647059,17,8.48874687627166,16.1791441640883
"651",651,"Military work at S-21 meant : first, receiving the victims they sent in ; second,  imprisoning  the victims in the prison ; third, taking the victims to be smashed ; fourth, defence against outside intervention.",26.1111111111111,20.5555555555556,18,14.1997882705379,19.2421786164794
"652",652,"Me and Alex, we got big pipes that we had used, that if we needed to  break  into storage to get water, or food or at least have access to so they could get to it.",14.1176470588235,15.8823529411765,17,13.7198868114007,8.70260272089029
"653",653,"They were, they, they didn't  go  to Jewish stores anymore.",15.5555555555556,-16.6666666666667,18,23.0656919209212,16.8033610083361
"654",654,"Everything was waiting for me there, I only had to  bring  my cigarettes.",14.5,16,20,23.7254027751291,13.5335839575791
"655",655,"They said Kh n,  come  here.",17.0588235294118,20.5882352941176,17,19.9263349246521,11.9742370504837
"656",656,"As far as she was concerned, well it's the ANC that's going to be in power, and that's how it should be, and it's going to  work .",19.4117647058824,19.4117647058824,17,19.833868834425,16.759545129304
"657",657,"But I, I think that things have changed,  times  have changed and we, we may need the witnessing for ourselves and our people.",16.6666666666667,14.4444444444444,18,14.950900031928,13.814835257889
"658",658,"It's now 903 hours, and this  concludes  our interview.",27.6470588235294,27.6470588235294,17,6.64211164155072,6.64211164155072
"659",659,"I've  talked  a mile a minute.",18.4210526315789,20,19,22.6723419107797,14.142135623731
"660",660,"No, and then - so the people who were on - I never  got  my indemnity, the ANC three times we were - twice I was ready with my bags and everything and at that time okay, we wait.",24.4444444444444,-17.7777777777778,18,15.4242826974879,20.7380172503816
"661",661,"For  instance  in the free state, black people were forbidden in the city after sunset, I think they had a time, I think it was five thirty, after five thirty all black people had to leave the town.",8.33333333333333,10,18,23.0727748911237,15.3392997769474
"662",662,"When we first pulled up, we  drove  just south of the pedestrian bridge, the north pedestrian bridge, which came out of the tower to the Winter Garden.",27.6470588235294,24.1176470588235,17,5.62295714538387,15.0244898122248
"663",663,"He was a good man,  wrote  the manual on 288, hazmat.",27.0588235294118,25.8823529411765,17,8.48874687627166,11.7573506419451
"664",664,"I just  jumped  into one of the vehicles or sedans, something, farther up.",23.3333333333333,25,18,19.4028500029066,11.5044748327106
"665",665,"I am not in a position to indicate whether they were  mixed  with the other prisoners or detained separately ; I was not aware of the details and had not given instructions to this end.",-9.44444444444444,0.555555555555556,18,27.1102807115942,13.9208781933182
"666",666,"Although my father was more  interested  than my mother.",19.4444444444444,21.1111111111111,18,18.9340099299156,11.3183291683622
"667",667,"At that point in time fire officers started to  appear .",28.8235294117647,28.8235294117647,17,3.32105582077536,3.32105582077536
"668",668,"I do not remember whether it was Phl or Huy who  gave  me that information.",-2.10526315789474,4.21052631578947,19,30.2909864423251,17.4215031478292
"669",669,"So, you are saying that before the  arrests  of the leaders, those events occurred in 77, 78.",12,14,20,25.6699701679034,15.0087693664316
"670",670,"I  add  that I may have been informed of the transfer to Choeng Ek for execution but I could have forgotten.",16.4705882352941,16.4705882352941,17,19.0201131932056,15.7881191369445
"671",671,"I am Drago Plavcic, I was  born  on April 5.",30,30,17,0,0
"672",672,"I  have  no idea.",4.11764705882353,-9.41176470588235,17,29.803276566808,20.4543969097399
"673",673,"If I could  reach  him to make some sort of record, so he can, maybe he doesn't know about me and I hope that that man would help me, so they could give me a prefab home, some land to maintain, something to keep me occupied and so.",2.63157894736842,4.73684210526316,19,23.7678833870783,12.1876171459357
"674",674,"We saw that they were  going  in and out of bars carrying guns, all my friends, all my fellow Ostrosac citizens, some of them I was very surprised to see.",28.8235294117647,21.7647058823529,17,4.85071250072666,20.0733947420606
"675",675,"We  went  afoot to Gornja Ogleceva, and that's where they put a blind on our eyes and they probably arranged a vehicle to come to Gornja Ogleceva and took us to Gorazde.",27.6470588235294,27.6470588235294,17,5.62295714538387,5.62295714538387
"676",676,"I did n't, but I understood what the passbook meant, and that's what my brothers would explain to me, they would say ` ` Why do people have to carry a  pass , I do n't want an ID ! '.",9.47368421052632,8.94736842105263,19,25.7063944078179,17.9179416111044
"677",677,"You  know  Poland was a very Catholic country.",21.0526315789474,17.8947368421053,19,18.8251418298052,16.8585446084705
"678",678,"And at about the same time they  had  a world conference of mayors under the auspices of UNESCO in Paris.",22.7777777777778,24.4444444444444,18,19.3438105484919,11.4902629992028
"679",679,"And my first wife -- may rest in peace -- I said to her, ` ` I, I don't know why they  took  us off the boat . '.",6.66666666666667,12.7777777777778,18,27.4397736228014,16.0167396093093
"680",680,"We all were  covered  with dust.",26.1111111111111,26.1111111111111,18,14.1997882705379,9.78527638786601
"681",681,"Thanks Allah, thanks to Allah I have two great / golden children, I am in a happy marriage, my financial situation as well as living arrangements are  good .",29.4117647058824,29.4117647058824,17,2.42535625036333,2.42535625036333
"682",682,"And it is so unbelievable for a person who you  sit  across and you, you, you think to yourself, ` ` Look, that it is impossible she is lying . '.",5.18518518518519,5.18518518518519,27,28.3345902184768,10.5138627792696
"683",683,"When all the  noise  stopped and all the dust stopped, and we were able to get out of our position, we started walking east.",18.8888888888889,17.2222222222222,18,20.5480466765633,18.0865746620673
"684",684,"You  know , at the time when my father was in that camp, um, I was in a monastery.",13.6842105263158,15.2631578947368,19,20.8727696921104,11.7229220156408
"685",685,"I wish to remind you of the last time the Judge asked me why they  appointed  me Chairman.",19.4736842105263,17.8947368421053,19,22.229530961845,17.5052206080932
"686",686,"Everything is the same, but many, about out of Kladusa, went to America, went to ., And for example where I live, all the houses, there is no house that someone didn't  go  to America, Canada, Germany and so on.",24.1176470588235,1.17647058823529,17,15.0244898122248,28.0362160742977
"687",687,"On 6 May, I was summoned by the Battambang Police ( I had  returned  to Samlaut the day before ).",28.2352941176471,22.3529411764706,17,3.92952623996688,18.210371963769
"688",688,"I thought, ` ` Well . . .'' I crawled under -- it was like uh, um, not bar, a, a metal bar dividing us and I crawled under, under the bar and I  line  up again and I coming from the, the doctor that sorts us out and he looked straight at me and he says -- and he recognize me -- and he says, ` ` But you're so young . '.",24.1176470588235,24.1176470588235,17,9.39336436627724,9.39336436627724
"689",689,"When you are the one holding a machine gun I will be with you, I will be your assistant, and you send me you  fool , and here will put women to do mobilization, but idiots like that will not sent me to army.",1.57894736842105,5.78947368421053,19,24.7797313891676,13.4642693714736
"690",690,"Anyway, that's when . . ., afterward, after this there was  explosion  of a cistern in Mostar.",23.8888888888889,19.4444444444444,18,15.0054456345958,17.9778367547123
"691",691,"Starting from 15 August 1975 until August 1977, I contacted only Son Sen .  Starting  on 15 August 1977, I only had contact with Nuon Chea.",21.5789473684211,21.5789473684211,19,19.2247403955126,13.0226972350145
"692",692,"I could n't understand why I was meeting Khieu Samphan, meaning because I  had  no right to meet him, and he had no right to meet me either.",15,-9,20,26.6556994991592,21.9808529119514
"693",693,"Hence, for example, when Saom Meng ( S-21 interrogator ) was  arrested  ( at S-21 ) his brother Saom Mett ( S-21 guard ) was sent to Prey Sr ..",27.0588235294118,20,17,5.87867532097256,19.6850196850295
"694",694,"First, the Cambodians ; second, the Vietnamese soldiers who had raised their hands and  surrendered  at the frontier.",28.2352941176471,22.3529411764706,17,3.92952623996688,18.210371963769
"695",695,"We used to go meet them at certain places, carry messages,  come  back, organise, take direction and so on and we continued.",25.5555555555556,25.5555555555556,18,14.6416899628192,10.4161764590537
"696",696,"Because of him we  came  here.",25.5555555555556,22.2222222222222,18,14.6416899628192,16.6470472759146
"697",697,"So I  went  to that place.",26.6666666666667,26.6666666666667,18,14.142135623731,9.70142500145332
"698",698,"For instance, I was n't  scared  enough.",21.1764705882353,-8.82352941176471,17,15.7648156273616,24.2080443605985
"699",699,"I think I was  brushing  my teeth or something with Angel and Michael.",4.70588235294118,9.41176470588235,17,20.9516249545302,11.9742370504837
"700",700,"I had to  use  also my whiteness, but which okay I do n't care this has to -LSB- unclear -RSB- one of the resistance -LSB- unclear -RSB- I mean seven years in the Congo were extremely important to me.",24,21.3333333333333,15,15.4919333848297,15.5226409142382
"701",701,"and Nat for examination'', which shows that the confession was addressed to him, although I would have been able to send it directly to Tal or Nat whom I  knew  very well.",29.2857142857143,22.1428571428571,14,2.67261241912424,20.0685637938357
"702",702,"You had to  lay  flat.",18,22,15,24.8423601363247,13.7321312465119
"703",703,"You know, I  locked  the war away.",27.8571428571429,27.8571428571429,14,4.2581531362632,4.2581531362632
"704",704,"We didn't know, of course, at that point what it  meant , we were hoping that he is being sent to uh, maybe a camp for elderly peo . . . for older people and uh, he's going to be treated according to his age.",-2.85714285714286,-0.714285714285714,14,28.6701590853281,18.5904382843546
"705",705,"But I'm not  talking  about just my uh, something that would happen in my little circle.",21.3333333333333,-12.6666666666667,15,20.9988661825438,23.7446735881865
"706",706,"Please  note  that Christophe Peschoux told me I could be imprisoned in Belgium and gave me 50 dollars for the Taxi to Thailand where INTERPOL was to organise my transfer to Belgium.",18.2352941176471,18.2352941176471,17,23.2473907454275,14.2457423980145
"707",707,"Is right now  going  to me my time or someone else's.",-7.5,5.625,16,27.9284800875379,12.0933866224478
"708",708,"It  took  place at the Monorum 181 hotel in Battambang, between 30 April and 3 May 1999 ( so the dates of 4, 5 and 6 May 1999 appearing on the Case file document are erroneous ).",21.3333333333333,23.3333333333333,15,20.9988661825438,12.3442679969673
"709",709,"I  mean , we stayed there until like 4 : 00.",13.125,13.125,16,26.0048072478917,17.7834192437787
"710",710,"She didn't  come  home at all.",24.6666666666667,-15.3333333333333,15,15.9761727343596,22.949219304078
"711",711,"It reminds me of when I went to the Soviet Union, there was an equal passion there when communism  came , people were willing to give up their family life, just to build a socialist country or communist country.",22.1428571428571,22.8571428571429,14,16.7233468441676,13.2598708826359
"712",712,"Yesterday on that SADTU march we had a representative from the association of governing bodies of KwaZulu-Natal and he was  pointing  out as a parent that he wants his child to get a good education.",24.6666666666667,24.6666666666667,15,15.9761727343596,11.2546286774228
"713",713,"Now, that was possible uh, cause you  know  there's another interesting aspect of it.",19.3333333333333,19.3333333333333,15,16.2422142520509,11.6291915126588
"714",714,"And I'm really happy to have had the opportunity to interview you and I want to  thank  you very much for sharing your experiences with all of us so that perhaps in the future it will never happen again.",21.3333333333333,20.6666666666667,15,20.9988661825438,16.6761877566558
"715",715,"So they said wo n't you - they were  stuck , and like the bid had to be in by a day or so, so they asked me and I had absolutely no idea what it involved.",14.6666666666667,16,15,24.4559857314163,17.2378321474267
"716",716,"The copy documents I kept in my garage, and when I fled, I never  touched  all those documents.",24.6666666666667,-20.6666666666667,15,15.9761727343596,17.9151438998514
"717",717,"They simply had to work more than the others, they could neither  circulate  nor speak freely, neither could they be part of the Kampuchea Communist Party Youth League.",24,-17.3333333333333,15,15.9463385855724,20.5171240906805
"718",718,"And it was just  terrible .",18.2352941176471,12.3529411764706,17,23.2473907454275,19.8523965066897
"719",719,"But this paramilitary, the thieves, they  wore  those uniforms.",28.5714285714286,28.5714285714286,14,3.63136519601281,3.63136519601281
"720",720,"The copy  documents  I kept in my garage, and when I fled, I never touched all those documents.",18.75,15,16,21.5638586528478,18.9736659610103
"721",721,"When I went back there Wednesday -- I was driving in -- West Street was lined,  like , from the Chelsea Pier to, like, 59th Street where I came across town, or somewhere thereabouts, with the public.",8.75,10.625,16,22.4722050542442,12.8937969582276
"722",722,"I did  write  this document.",24.6666666666667,18,15,15.5226409142382,20.4240754293274
"723",723,"personnel had been  assigned  to transport Vietnamese POWs and that this system was subsequently abandoned.",24.6666666666667,24.6666666666667,15,15.5226409142382,10.6009882737862
"724",724,"It was a lot of uh, different groups were  fighting  actually.",18.6666666666667,16.6666666666667,15,20.6559111797729,17.5932887637249
"725",725,"So there is dear God who sees all this, makes notes, pictures and all and says . . . And especially I will not  mention  the traffic.",17.0588235294118,-14.7058823529412,17,23.6549957414795,17.3629084037005
"726",726,"From that point, after helping them  set  up -- I don't know how long that took -- me and Firefighter Finnegan, we just sort of toured the site to try to help out.",23.5714285714286,24.2857142857143,14,16.4584057818223,12.8388147753274
"727",727,"You took confessions to Duch and Duch  made  notes to send back.",24.6666666666667,20.6666666666667,15,15.9761727343596,17.9151438998514
"728",728,"As a president of local Executive authority I  invested  al the forces, together with my colleagues and actually we didn't do anything else, we mostly took care of them.",17.3333333333333,17.3333333333333,15,24.6306042692149,18.6955558762988
"729",729,"AFCLIO I think it is, and he read the contract and said no Americans will work for this kind of money, these people are obviously exploiting people out of other countries, and he discouraged me from taking the contract, and said he'll come over, I can come and I can  stay  here for a little while and see what it's like, but he assured me it was not going to be anything like South Africa.",22.1428571428571,24.2857142857143,14,16.2568666810586,9.37614461876991
"730",730,"Once we  parked  there, they told us stay by the bus and wait for further instructions.",29.2857142857143,26.4285714285714,14,2.67261241912424,13.3630620956212
"731",731,"That I felt very bad and uh, he  sort  of a little bit made me feel better by saying that this is a time of joy and uh, the parents would want it that way.",2.5,1.875,16,23.8047614284762,12.2304265393049
"732",732,"It was their bodies that remained  left  on the beds ; no one buried them.",27.1428571428571,14.2857142857143,14,7.26273039202563,25.0274574492422
"733",733,"I would have only felt bad had he  died  there.",11.875,3.75,16,22.2766694099455,18.2117178395303
"734",734,"People were  running  by us at that moment.",4.58333333333333,4.58333333333333,24,29.9244217069061,10.6236678619288
"735",735,"Just happened to find out that the three initial crews that I brought in  made  it out.",20.6666666666667,20,15,20.8623607302265,16.4750894209583
"736",736,"Um, so I was doing this until uh, March of 1947, when my  visa  came in and I did another very, very risky thing.",24,16,15,16.8183573174416,22.2967005887162
"737",737,"He knew that none of us were and he was happy when he brought couple of beers and  threw  them among us.",26.4285714285714,26.4285714285714,14,8.41897386141096,8.41897386141096
"738",738,"We went down, I guess, to right outside the north building and as we were walking down, all the cars were on  fire  on West Street, so I remember my Lieutenant telling me and another guy -- well, we all started working on this pumper.",24.2857142857143,23.5714285714286,14,16.0356745147455,14.9908396938022
"739",739,"I'll get back to Assault Battalion and then as we progressed, the Armed Forces constantly grew stronger with experience . . . So this was like this, the front line opened, we were  surrounded  by army of Republic Srpska, on the other side HVO partly held the line, Autonomous province, so SAO Krajina, there were Matic's special forces you could see on the recordings were there, and Matic that is in Hague.",28.5714285714286,20,14,3.63136519601281,21.483446221183
"740",740,"So he was  steeped  in the culture.",24,24,15,15.9463385855724,11.2122382116278
"741",741,"Anyway, so they start at the  beginning  with two interrogators and then suddenly there's a period of nothing, just lying in the cell, nothing is happening and they say ` ` You can call your interrogator, investigating officer, when you want to tell something''.",22,19.3333333333333,15,16.5615734242165,16.2422142520509
"742",742,"I said, why he did to me this, I don't  understand , you know.",3.75,-9.375,16,30.7408522978788,18.0623918681884
"743",743,"The  war  in the city, there weren't any conflicts in the city but it started when the tensions rose at the time the first Muslim refugees started coming over.",24,18.6666666666667,15,15.9463385855724,19.2230020944651
"744",744,"I don't know if you  know  what that is.",-22.8571428571429,1.42857142857143,14,18.5756546332813,8.64437821507566
"745",745,"According to Richard they say they  had  a driver.",10.7142857142857,12.8571428571429,14,23.0265016930445,16.3747326125304
"746",746,"I know the General Staff had a map  identifying  the plots allocated to each unit, that Prey Sr extended from Bakou village to Prey Sr prison ( created under the Sangkum and where I had been detained myself ), that the production was sufficient to feed S-21, and that in 1978, the surplus was even distributed to the Central Committee.",27.8571428571429,22.1428571428571,14,4.2581531362632,18.0506004283563
"747",747,"This afternoon, we have  submitted  a request to examine a copy of the entire case file, with the exception of some sections.",28.5714285714286,28.5714285714286,14,5.34522483824849,5.34522483824849
